what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429279846861
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429279866790
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429279870066
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429279899050
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429279899060
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429279957336
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280027735
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429280033419
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280041131
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280043106
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280043112
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280230972
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280240344
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429280251220
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280260897
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280260930
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429280274808
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280276496
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280276528
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280301705
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1429280345910
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429280350240
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280364170
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429280404493
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1429280404499
