what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1429194101067
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1429194101148
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1429194101176
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1429194101577
started,bundle,org.eclipse.cdt.make.core,6.0.0.200906161748,"org.eclipse.cdt.make.core",1429194101653
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1429194108151
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1429194108675
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194110651
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194112126
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1429194112454
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194118304
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194159805
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194160466
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194160573
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194202596
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194243328
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1429194310315
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1429194310318
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194313290
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194318188
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1429194318207
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200906161748,"org.eclipse.cdt.debug.mi.ui",1429194318847
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200906161748,"org.eclipse.cdt.debug.core",1429194319008
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200906161748,"org.eclipse.cdt.debug.mi.core",1429194319009
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429194327149
