what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428680529925
executed,command,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.edit.opendecl",1428680568509
executed,command,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.edit.opendecl",1428680571245
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680571264
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680582484
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680628423
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680640071
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680648327
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680655786
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680681368
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680682610
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680683808
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680685089
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680838230
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428680858658
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428680898978
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428680956849
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428680963821
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428680973644
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428681062618
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428681160297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428681161328
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1428681241245
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428689475719
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1428689481171
