what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"8",1430490903785
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430490903785
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1430490903785
java.specification.name,sysinfo,,,"Java Platform API Specification",1430490903785
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430490903785
java.specification.version,sysinfo,,,"1.6",1430490903785
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1430490903785
java.version,sysinfo,,,"1.6.0_11",1430490903785
java.vm.info,sysinfo,,,"mixed mode",1430490903785
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1430490903785
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430490903785
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430490903785
java.vm.specification.version,sysinfo,,,"1.0",1430490903785
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1430490903785
java.vm.version,sysinfo,,,"11.0-b16",1430490903785
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1430490903800
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1430490904085
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1430490904116
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1430490904289
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1430490904346
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1430490904455
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1430490904818
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430490905150
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430491049902
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1430491055436
