what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430497351005
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430497363423
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498334587
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498336294
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498337364
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498340610
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498846821
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498848448
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498848715
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430498850526
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430498850709
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430498850742
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1430498860217
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498863038
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498864119
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430498866507
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430498866507
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430498879933
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430499791826
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1430499793572
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430499794778
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430499795745
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430499813007
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430500362524
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430500364292
