what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1430673004348
os,sysinfo,,,"win32",1430673004350
arch,sysinfo,,,"x86",1430673004350
ws,sysinfo,,,"win32",1430673004350
locale,sysinfo,,,"en_US",1430673004350
processors,sysinfo,,,"8",1430673004350
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430673004350
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1430673004350
java.specification.name,sysinfo,,,"Java Platform API Specification",1430673004350
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430673004350
java.specification.version,sysinfo,,,"1.6",1430673004350
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1430673004350
java.version,sysinfo,,,"1.6.0_11",1430673004350
java.vm.info,sysinfo,,,"mixed mode",1430673004350
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1430673004350
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430673004350
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430673004350
java.vm.specification.version,sysinfo,,,"1.0",1430673004350
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1430673004350
java.vm.version,sysinfo,,,"11.0-b16",1430673004350
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430673505725
started,bundle,org.eclipse.cdt.make.core,6.0.0.200906161748,"org.eclipse.cdt.make.core",1430673508292
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1430673509618
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430673509637
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430673512511
