what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430673557575
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430676689555
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430676690069
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430679667354
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430679671521
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430679711659
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430679712282
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680449214
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680450387
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680452171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680452186
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680452385
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680452997
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680454759
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680455805
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680494727
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680495103
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680495298
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680501295
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680947463
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680949235
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680950370
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430680968134
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430681752892
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430681755160
