what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493913483
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493913489
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493915488
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493917806
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493918878
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493919699
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493955453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493956866
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493957064
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493961296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493961431
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430493962460
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494300329
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494303162
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494479329
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494479336
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494481051
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494482905
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494483904
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494503625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494890456
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494894154
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494895092
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494902413
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430494902545
