what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1429288147911
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1429288148720
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1429288149390
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1429288149951
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1429288151040
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429288180935
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288182123
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288215092
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429288216846
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429288217977
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288224453
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288230662
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429288230671
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288233356
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288234701
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288235276
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288239093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288239548
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288242861
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288243421
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288270296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288278687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288305913
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288328625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429288333211
